Year,Indicator,JET8,JETSDG,NDC cond.,NDC uncon.,Base,
2034,ENP_nuclear,2.624,2.656,3.825,3.899,2.964,
2035,ENP_nuclear,2.586,2.625,3.756,3.842,2.899,
2036,ENP_nuclear,2.561,2.607,3.696,3.796,2.832,
2037,ENP_nuclear,2.542,2.592,3.63,3.748,2.767,
2038,ENP_nuclear,2.518,2.572,3.553,3.687,2.703,
2039,ENP_nuclear,2.482,2.536,3.461,3.61,2.643,
2040,ENP_nuclear,2.428,2.481,3.357,3.518,2.584,
2041,ENP_nuclear,2.361,2.412,3.246,3.419,2.521,
2042,ENP_nuclear,2.283,2.331,3.133,3.318,2.456,
2043,ENP_nuclear,2.203,2.247,3.024,3.218,2.39,
2044,ENP_nuclear,2.125,2.167,2.921,3.121,2.324,
2045,ENP_nuclear,2.051,2.091,2.828,3.025,2.261,
2046,ENP_nuclear,1.981,2.02,2.742,2.935,2.202,
2047,ENP_nuclear,1.915,1.954,2.663,2.845,2.146,
2048,ENP_nuclear,1.857,1.895,2.59,2.755,2.093,
2049,ENP_nuclear,1.81,1.847,2.522,2.668,2.042,
2050,ENP_nuclear,1.772,1.81,2.461,2.587,1.993,
2051,ENP_nuclear,1.748,1.788,2.402,2.51,1.945,
2052,ENP_nuclear,1.727,1.769,2.346,2.437,1.897,
2053,ENP_nuclear,1.708,1.751,2.289,2.369,1.85,
2054,ENP_nuclear,1.686,1.728,2.229,2.303,1.804,
2055,ENP_nuclear,1.659,1.699,2.168,2.239,1.758,
2056,ENP_nuclear,1.623,1.661,2.104,2.177,1.712,
2057,ENP_nuclear,1.587,1.621,2.04,2.114,1.667,
2058,ENP_nuclear,1.541,1.572,1.975,2.052,1.623,
2059,ENP_nuclear,1.495,1.525,1.911,1.989,1.579,
2060,ENP_nuclear,1.444,1.478,1.848,1.927,1.537,
2061,ENP_nuclear,1.399,1.43,1.787,1.865,1.496,
2062,ENP_nuclear,1.352,1.383,1.729,1.806,1.457,
2063,ENP_nuclear,1.306,1.336,1.673,1.749,1.418,
2064,ENP_nuclear,1.26,1.292,1.62,1.693,1.382,
2065,ENP_nuclear,1.216,1.248,1.568,1.64,1.346,
2066,ENP_nuclear,1.179,1.211,1.519,1.588,1.312,
2067,ENP_nuclear,1.145,1.177,1.471,1.538,1.278,
2068,ENP_nuclear,1.112,1.145,1.425,1.49,1.245,
2069,ENP_nuclear,1.081,1.114,1.38,1.444,1.212,
2070,ENP_nuclear,1.051,1.085,1.337,1.4,1.181,
2071,ENP_nuclear,1.026,1.06,1.295,1.357,1.149,
2072,ENP_nuclear,0.999,1.034,1.255,1.316,1.119,
2073,ENP_nuclear,0.974,1.007,1.215,1.276,1.091,
2074,ENP_nuclear,0.947,0.978,1.177,1.237,1.064,
2075,ENP_nuclear,0.922,0.951,1.14,1.199,1.037,
2076,ENP_nuclear,0.894,0.923,1.103,1.162,1.01,
2077,ENP_nuclear,0.869,0.898,1.068,1.126,0.984,
2078,ENP_nuclear,0.843,0.869,1.034,1.091,0.959,
2079,ENP_nuclear,0.818,0.843,1.001,1.058,0.935,
2080,ENP_nuclear,0.792,0.815,0.969,1.025,0.91,
2081,ENP_nuclear,0.767,0.789,0.938,0.994,0.887,
2082,ENP_nuclear,0.741,0.764,0.908,0.964,0.864,
2083,ENP_nuclear,0.717,0.738,0.88,0.935,0.841,
2084,ENP_nuclear,0.694,0.714,0.852,0.907,0.819,
2085,ENP_nuclear,0.671,0.69,0.825,0.881,0.798,
2086,ENP_nuclear,0.648,0.667,0.8,0.855,0.778,
2087,ENP_nuclear,0.626,0.645,0.775,0.83,0.758,
2088,ENP_nuclear,0.605,0.624,0.752,0.806,0.739,
2089,ENP_nuclear,0.585,0.603,0.729,0.783,0.72,
2090,ENP_nuclear,0.566,0.584,0.707,0.761,0.702,
2091,ENP_nuclear,0.547,0.565,0.685,0.739,0.685,
2092,ENP_nuclear,0.53,0.547,0.664,0.718,0.667,
2093,ENP_nuclear,0.513,0.53,0.644,0.697,0.651,
2094,ENP_nuclear,0.497,0.513,0.625,0.676,0.634,
2095,ENP_nuclear,0.481,0.498,0.605,0.656,0.619,
2096,ENP_nuclear,0.467,0.483,0.587,0.636,0.603,
2097,ENP_nuclear,0.453,0.468,0.569,0.618,0.588,
2098,ENP_nuclear,0.44,0.454,0.551,0.6,0.574,
2099,ENP_nuclear,0.427,0.441,0.534,0.582,0.56,
2100,ENP_nuclear,0.414,0.427,0.518,0.565,0.547,
2019,ENP_others,1.236,1.236,1.236,1.236,1.236,
2020,ENP_others,1.343,1.343,1.343,1.343,1.343,
2021,ENP_others,1.502,1.502,1.502,1.502,1.502,
2022,ENP_others,1.621,1.621,1.621,1.621,1.621,
2023,ENP_others,1.746,1.746,1.746,1.747,1.746,
2024,ENP_others,1.89,1.89,1.89,1.891,1.89,
2025,ENP_others,2.386,2.386,2.402,2.405,2.033,
2026,ENP_others,2.893,2.892,3.089,3.103,2.181,
2027,ENP_others,3.385,3.382,4.054,4.095,2.348,
2028,ENP_others,3.86,3.854,5.434,5.519,2.54,
2029,ENP_others,4.324,4.32,7.526,7.672,2.759,
2030,ENP_others,4.79,4.793,11.47,11.75,3,
2031,ENP_others,5.276,5.295,11.61,11.92,3.251,
2032,ENP_others,5.806,5.849,11.85,12.2,3.498,
2033,ENP_others,6.406,6.484,12.29,12.74,3.737,
2034,ENP_others,7.091,7.215,12.9,13.48,3.972,
2035,ENP_others,7.525,7.701,13.64,14.4,4.208,
2036,ENP_others,8.041,8.28,14.46,15.43,4.451,
2037,ENP_others,8.625,8.935,15.28,16.53,4.706,
2038,ENP_others,9.23,9.61,16.07,17.56,4.973,
2039,ENP_others,9.795,10.24,16.72,18.45,5.259,
2040,ENP_others,10.28,10.77,17.23,19.19,5.558,
2041,ENP_others,10.69,11.23,17.61,19.81,5.858,
2042,ENP_others,11.03,11.61,17.91,20.35,6.156,
2043,ENP_others,11.34,11.95,18.15,20.81,6.45,
2044,ENP_others,11.65,12.3,18.36,21.22,6.741,
2045,ENP_others,11.95,12.65,18.59,21.58,7.04,
2046,ENP_others,12.27,13.01,18.83,21.93,7.35,
2047,ENP_others,12.6,13.4,19.08,22.2,7.676,
2048,ENP_others,12.98,13.85,19.38,22.42,8.017,
2049,ENP_others,13.48,14.41,19.71,22.62,8.372,
2050,ENP_others,13.92,14.96,20.1,22.81,8.739,
2051,ENP_others,14.54,15.72,20.53,23.03,9.113,
2052,ENP_others,15.29,16.62,21,23.26,9.49,
2053,ENP_others,16.14,17.67,21.46,23.52,9.869,
2054,ENP_others,17.1,18.78,21.87,23.82,10.25,
2055,ENP_others,18.07,19.87,22.25,24.15,10.64,
2056,ENP_others,18.96,20.82,22.57,24.51,11.01,
2057,ENP_others,19.79,21.68,22.86,24.86,11.38,
2058,ENP_others,20.41,22.31,23.11,25.21,11.75,
2059,ENP_others,20.95,22.87,23.35,25.55,12.11,
2060,ENP_others,21.34,23.33,23.56,25.86,12.48,
2061,ENP_others,21.71,23.7,23.79,26.15,12.85,
2062,ENP_others,22,24.02,24.01,26.44,13.23,
2063,ENP_others,22.23,24.27,24.22,26.71,13.62,
2064,ENP_others,22.41,24.5,24.44,26.95,14.03,
2065,ENP_others,22.11,24.21,24.67,27.18,14.44,
2066,ENP_others,21.93,24.05,24.89,27.4,14.86,
2067,ENP_others,21.79,23.96,25.11,27.63,15.28,
2068,ENP_others,21.67,23.88,25.33,27.85,15.71,
2069,ENP_others,21.57,23.85,25.54,28.08,16.13,
2070,ENP_others,21.49,23.83,25.74,28.31,16.55,
2071,ENP_others,21.52,23.94,25.92,28.54,16.97,
2072,ENP_others,21.54,24.04,26.1,28.77,17.38,
2073,ENP_others,21.58,24.16,26.27,28.98,17.82,
2074,ENP_others,21.64,24.23,26.43,29.2,18.24,
2075,ENP_others,21.72,24.38,26.56,29.36,18.65,
2076,ENP_others,21.76,24.46,26.68,29.5,19.06,
2077,ENP_others,21.87,24.55,26.78,29.66,19.45,
2078,ENP_others,21.91,24.55,26.83,29.77,19.84,
2079,ENP_others,21.95,24.55,26.88,29.89,20.21,
2080,ENP_others,21.91,24.44,26.93,30.01,20.58,
2081,ENP_others,21.87,24.35,26.95,30.12,20.93,
2082,ENP_others,21.74,24.22,26.97,30.24,21.27,
2083,ENP_others,21.61,24.04,26.98,30.36,21.6,
2084,ENP_others,21.46,23.84,26.99,30.48,21.93,
2085,ENP_others,21.26,23.63,27,30.62,22.25,
2086,ENP_others,21.05,23.42,27.02,30.76,22.57,
2087,ENP_others,20.84,23.21,27.04,30.9,22.89,
2088,ENP_others,20.63,23.01,27.07,31.04,23.22,
2089,ENP_others,20.43,22.81,27.1,31.18,23.54,
2090,ENP_others,20.23,22.63,27.13,31.32,23.86,
2091,ENP_others,20.04,22.46,27.18,31.45,24.17,
2092,ENP_others,19.87,22.3,27.22,31.57,24.48,
2093,ENP_others,19.73,22.18,27.26,31.69,24.77,
2094,ENP_others,19.62,22.09,27.31,31.8,25.06,
2095,ENP_others,19.55,22.04,27.34,31.9,25.35,
2096,ENP_others,19.52,22.03,27.37,32.01,25.64,
2097,ENP_others,19.53,22.05,27.4,32.12,25.92,
2098,ENP_others,19.57,22.11,27.43,32.24,26.21,
2099,ENP_others,19.64,22.17,27.45,32.35,26.5,
2100,ENP_others,19.58,22.09,27.46,32.47,26.78,
2019,CARANN,3.449,3.449,3.449,3.449,3.449,
2020,CARANN,3.394,3.394,3.394,3.394,3.394,
2021,CARANN,3.377,3.377,3.377,3.378,3.377,
2022,CARANN,3.385,3.385,3.385,3.385,3.385,
2023,CARANN,3.401,3.401,3.401,3.401,3.401,
2024,CARANN,3.358,3.358,3.356,3.355,3.356,
2025,CARANN,3.323,3.323,3.199,3.181,3.309,
2026,CARANN,3.271,3.271,3.009,3.011,3.278,
2027,CARANN,3.186,3.185,2.821,2.843,3.259,
2028,CARANN,3.059,3.056,2.609,2.644,3.242,
2029,CARANN,2.918,2.917,2.357,2.403,3.237,
2030,CARANN,2.768,2.771,2.018,2.066,3.235,
2031,CARANN,2.6,2.609,1.879,1.93,3.226,
2032,CARANN,2.447,2.462,1.76,1.815,3.202,
2033,CARANN,2.306,2.329,1.656,1.717,3.173,
2034,CARANN,2.175,2.206,1.559,1.628,3.141,
2035,CARANN,2.064,2.102,1.465,1.542,3.108,
2036,CARANN,1.957,2.002,1.37,1.456,3.073,
2037,CARANN,1.868,1.92,1.276,1.369,3.04,
2038,CARANN,1.772,1.827,1.183,1.282,3.008,
2039,CARANN,1.667,1.725,1.09,1.196,2.974,
2040,CARANN,1.569,1.628,1.002,1.111,2.951,
2041,CARANN,1.47,1.529,0.917,1.028,2.933,
2042,CARANN,1.374,1.433,0.836,0.951,2.915,
2043,CARANN,1.28,1.338,0.759,0.879,2.898,
2044,CARANN,1.191,1.247,0.688,0.81,2.868,
2045,CARANN,1.105,1.16,0.624,0.746,2.833,
2046,CARANN,1.019,1.073,0.565,0.686,2.795,
2047,CARANN,0.921,0.972,0.511,0.63,2.756,
2048,CARANN,0.835,0.884,0.462,0.577,2.717,
2049,CARANN,0.758,0.805,0.416,0.527,2.678,
2050,CARANN,0.687,0.733,0.375,0.481,2.643,
2051,CARANN,0.621,0.665,0.336,0.436,2.603,
2052,CARANN,0.563,0.606,0.3,0.395,2.562,
2053,CARANN,0.51,0.551,0.269,0.357,2.519,
2054,CARANN,0.46,0.499,0.24,0.323,2.474,
2055,CARANN,0.414,0.451,0.211,0.292,2.43,
2056,CARANN,0.373,0.407,0.183,0.264,2.383,
2057,CARANN,0.328,0.359,0.155,0.238,2.336,
2058,CARANN,0.285,0.313,0.129,0.214,2.286,
2059,CARANN,0.242,0.267,0.104,0.19,2.236,
2060,CARANN,0.205,0.226,0.08,0.167,2.184,
2061,CARANN,0.167,0.188,0.059,0.145,2.13,
2062,CARANN,0.132,0.151,0.039,0.124,2.077,
2063,CARANN,0.099,0.118,0.021,0.104,2.025,
2064,CARANN,0.069,0.086,0.004,0.085,1.973,
2065,CARANN,0.042,0.058,-0.011,0.068,1.922,
2066,CARANN,0.018,0.033,-0.025,0.052,1.872,
2067,CARANN,-0.004,0.01,-0.037,0.037,1.822,
2068,CARANN,-0.024,-0.011,-0.049,0.022,1.771,
2069,CARANN,-0.043,-0.03,-0.059,0.009,1.721,
2070,CARANN,-0.056,-0.044,-0.069,-0.004,1.668,
2071,CARANN,-0.071,-0.059,-0.078,-0.016,1.617,
2072,CARANN,-0.084,-0.073,-0.087,-0.026,1.565,
2073,CARANN,-0.097,-0.085,-0.094,-0.036,1.511,
2074,CARANN,-0.108,-0.097,-0.101,-0.046,1.459,
2075,CARANN,-0.119,-0.108,-0.108,-0.054,1.409,
2076,CARANN,-0.128,-0.118,-0.114,-0.063,1.361,
2077,CARANN,-0.138,-0.129,-0.119,-0.071,1.315,
2078,CARANN,-0.147,-0.138,-0.125,-0.079,1.269,
2079,CARANN,-0.156,-0.147,-0.13,-0.086,1.225,
2080,CARANN,-0.164,-0.155,-0.134,-0.093,1.182,
2081,CARANN,-0.171,-0.164,-0.139,-0.099,1.141,
2082,CARANN,-0.178,-0.171,-0.144,-0.106,1.1,
2083,CARANN,-0.185,-0.179,-0.148,-0.112,1.06,
2084,CARANN,-0.192,-0.186,-0.152,-0.118,1.019,
2085,CARANN,-0.198,-0.192,-0.155,-0.124,0.981,
2086,CARANN,-0.204,-0.198,-0.159,-0.13,0.943,
2087,CARANN,-0.209,-0.204,-0.162,-0.135,0.906,
2088,CARANN,-0.214,-0.209,-0.165,-0.14,0.872,
2089,CARANN,-0.219,-0.214,-0.167,-0.146,0.838,
2090,CARANN,-0.223,-0.219,-0.17,-0.151,0.805,
2091,CARANN,-0.228,-0.223,-0.173,-0.156,0.772,
2092,CARANN,-0.232,-0.227,-0.176,-0.16,0.74,
2093,CARANN,-0.236,-0.231,-0.179,-0.164,0.708,
2094,CARANN,-0.239,-0.235,-0.183,-0.168,0.677,
2095,CARANN,-0.242,-0.238,-0.186,-0.171,0.646,
2096,CARANN,-0.245,-0.242,-0.189,-0.174,0.616,
2097,CARANN,-0.248,-0.244,-0.192,-0.177,0.586,
2098,CARANN,-0.25,-0.247,-0.195,-0.18,0.557,
2099,CARANN,-0.252,-0.249,-0.198,-0.183,0.529,
2100,CARANN,-0.254,-0.251,-0.2,-0.186,0.503,
2019,INFMOR,4.06,4.06,4.06,4.06,4.06,
2020,INFMOR,4.134,4.134,4.134,4.134,4.134,
2021,INFMOR,3.944,3.944,3.944,3.944,3.944,
2022,INFMOR,3.817,3.817,3.817,3.817,3.817,
2023,INFMOR,3.738,3.738,3.738,3.738,3.738,
2024,INFMOR,3.644,3.644,3.644,3.644,3.644,
2025,INFMOR,3.552,3.549,3.551,3.552,3.552,
2026,INFMOR,3.464,3.459,3.462,3.464,3.464,
2027,INFMOR,3.379,3.367,3.371,3.375,3.379,
2028,INFMOR,3.295,3.275,3.282,3.286,3.297,
2029,INFMOR,3.214,3.186,3.194,3.2,3.218,
2030,INFMOR,3.135,3.098,3.105,3.111,3.142,
2031,INFMOR,3.058,3.013,3.033,3.04,3.068,
2032,INFMOR,2.984,2.93,2.951,2.958,2.998,
2033,INFMOR,2.913,2.849,2.871,2.878,2.929,
2034,INFMOR,2.844,2.772,2.794,2.801,2.862,
2035,INFMOR,2.778,2.697,2.72,2.727,2.796,
2036,INFMOR,2.714,2.625,2.649,2.655,2.734,
2037,INFMOR,2.652,2.557,2.58,2.587,2.673,
2038,INFMOR,2.593,2.491,2.515,2.521,2.615,
2039,INFMOR,2.536,2.429,2.452,2.458,2.558,
2040,INFMOR,2.48,2.368,2.391,2.397,2.503,
2041,INFMOR,2.426,2.31,2.333,2.339,2.449,
2042,INFMOR,2.374,2.254,2.276,2.283,2.398,
2043,INFMOR,2.323,2.199,2.222,2.23,2.349,
2044,INFMOR,2.275,2.147,2.17,2.178,2.302,
2045,INFMOR,2.229,2.097,2.118,2.129,2.257,
2046,INFMOR,2.185,2.048,2.069,2.081,2.214,
2047,INFMOR,2.143,2.002,2.022,2.034,2.173,
2048,INFMOR,2.102,1.958,1.977,1.99,2.132,
2049,INFMOR,2.062,1.915,1.933,1.947,2.093,
2050,INFMOR,2.023,1.874,1.891,1.905,2.055,
2051,INFMOR,1.985,1.834,1.851,1.864,2.018,
2052,INFMOR,1.949,1.796,1.811,1.824,1.981,
2053,INFMOR,1.913,1.759,1.773,1.786,1.945,
2054,INFMOR,1.878,1.722,1.735,1.748,1.909,
2055,INFMOR,1.844,1.687,1.699,1.711,1.874,
2056,INFMOR,1.811,1.653,1.664,1.676,1.84,
2057,INFMOR,1.779,1.62,1.63,1.642,1.807,
2058,INFMOR,1.747,1.588,1.597,1.608,1.774,
2059,INFMOR,1.716,1.556,1.564,1.576,1.742,
2060,INFMOR,1.686,1.525,1.532,1.544,1.712,
2061,INFMOR,1.657,1.494,1.502,1.513,1.682,
2062,INFMOR,1.628,1.465,1.472,1.483,1.653,
2063,INFMOR,1.6,1.436,1.443,1.454,1.625,
2064,INFMOR,1.573,1.409,1.416,1.426,1.598,
2065,INFMOR,1.546,1.382,1.389,1.399,1.571,
2066,INFMOR,1.521,1.357,1.363,1.373,1.546,
2067,INFMOR,1.496,1.332,1.338,1.348,1.521,
2068,INFMOR,1.472,1.308,1.314,1.323,1.497,
2069,INFMOR,1.45,1.286,1.291,1.3,1.473,
2070,INFMOR,1.428,1.264,1.268,1.277,1.45,
2071,INFMOR,1.406,1.243,1.246,1.255,1.429,
2072,INFMOR,1.386,1.223,1.225,1.234,1.407,
2073,INFMOR,1.367,1.203,1.205,1.213,1.387,
2074,INFMOR,1.348,1.185,1.185,1.193,1.367,
2075,INFMOR,1.33,1.167,1.167,1.174,1.349,
2076,INFMOR,1.313,1.149,1.148,1.156,1.33,
2077,INFMOR,1.295,1.132,1.131,1.138,1.312,
2078,INFMOR,1.279,1.116,1.114,1.121,1.295,
2079,INFMOR,1.262,1.1,1.097,1.104,1.278,
2080,INFMOR,1.246,1.084,1.081,1.088,1.261,
2081,INFMOR,1.23,1.069,1.065,1.072,1.245,
2082,INFMOR,1.215,1.054,1.05,1.057,1.228,
2083,INFMOR,1.199,1.039,1.035,1.042,1.213,
2084,INFMOR,1.184,1.024,1.021,1.027,1.197,
2085,INFMOR,1.169,1.01,1.006,1.013,1.182,
2086,INFMOR,1.154,0.996,0.992,0.999,1.167,
2087,INFMOR,1.139,0.982,0.979,0.985,1.152,
2088,INFMOR,1.125,0.969,0.966,0.972,1.138,
2089,INFMOR,1.111,0.956,0.953,0.958,1.123,
2090,INFMOR,1.097,0.943,0.94,0.946,1.109,
2091,INFMOR,1.083,0.931,0.928,0.933,1.096,
2092,INFMOR,1.07,0.919,0.916,0.921,1.082,
2093,INFMOR,1.057,0.907,0.904,0.909,1.069,
2094,INFMOR,1.045,0.896,0.893,0.898,1.056,
2095,INFMOR,1.033,0.885,0.882,0.887,1.044,
2096,INFMOR,1.021,0.874,0.871,0.876,1.032,
2097,INFMOR,1.009,0.863,0.861,0.865,1.02,
2098,INFMOR,0.998,0.853,0.85,0.855,1.009,
2099,INFMOR,0.988,0.843,0.84,0.845,0.998,
2100,INFMOR,0.977,0.833,0.831,0.835,0.988,
2019,MALNPOPP,0.374,0.374,0.374,0.374,0.374,
2020,MALNPOPP,0.426,0.426,0.426,0.426,0.426,
2021,MALNPOPP,0.382,0.382,0.382,0.382,0.382,
2022,MALNPOPP,0.346,0.346,0.346,0.346,0.346,
2023,MALNPOPP,0.337,0.337,0.337,0.337,0.337,
2024,MALNPOPP,0.322,0.32,0.323,0.322,0.322,
2025,MALNPOPP,0.303,0.288,0.302,0.303,0.303,
2026,MALNPOPP,0.287,0.26,0.274,0.285,0.287,
2027,MALNPOPP,0.272,0.235,0.248,0.257,0.272,
2028,MALNPOPP,0.258,0.212,0.224,0.232,0.258,
2029,MALNPOPP,0.245,0.191,0.202,0.209,0.244,
2030,MALNPOPP,0.232,0.171,0.179,0.185,0.232,
2031,MALNPOPP,0.219,0.154,0.164,0.17,0.22,
2032,MALNPOPP,0.207,0.138,0.147,0.152,0.209,
2033,MALNPOPP,0.196,0.123,0.131,0.135,0.198,
2034,MALNPOPP,0.186,0.11,0.116,0.12,0.189,
2035,MALNPOPP,0.176,0.099,0.103,0.107,0.179,
2036,MALNPOPP,0.167,0.088,0.091,0.094,0.171,
2037,MALNPOPP,0.158,0.078,0.08,0.083,0.162,
2038,MALNPOPP,0.15,0.069,0.071,0.073,0.154,
2039,MALNPOPP,0.143,0.061,0.062,0.064,0.147,
2040,MALNPOPP,0.135,0.056,0.053,0.056,0.14,
2041,MALNPOPP,0.129,0.051,0.048,0.049,0.134,
2042,MALNPOPP,0.123,0.046,0.043,0.043,0.129,
2043,MALNPOPP,0.118,0.041,0.037,0.038,0.124,
2044,MALNPOPP,0.114,0.036,0.032,0.033,0.121,
2045,MALNPOPP,0.11,0.031,0.028,0.028,0.118,
2046,MALNPOPP,0.107,0.027,0.023,0.023,0.115,
2047,MALNPOPP,0.105,0.022,0.018,0.018,0.113,
2048,MALNPOPP,0.106,0.019,0.015,0.015,0.115,
2049,MALNPOPP,0.103,0.018,0.015,0.014,0.113,
2050,MALNPOPP,0.1,0.018,0.014,0.014,0.11,
2051,MALNPOPP,0.098,0.017,0.014,0.013,0.108,
2052,MALNPOPP,0.095,0.017,0.013,0.013,0.105,
2053,MALNPOPP,0.093,0.016,0.013,0.012,0.103,
2054,MALNPOPP,0.09,0.016,0.013,0.012,0.101,
2055,MALNPOPP,0.088,0.015,0.012,0.012,0.098,
2056,MALNPOPP,0.086,0.015,0.012,0.011,0.096,
2057,MALNPOPP,0.084,0.015,0.012,0.011,0.094,
2058,MALNPOPP,0.082,0.014,0.012,0.011,0.091,
2059,MALNPOPP,0.08,0.014,0.011,0.011,0.089,
2060,MALNPOPP,0.077,0.014,0.011,0.01,0.087,
2061,MALNPOPP,0.075,0.013,0.011,0.01,0.084,
2062,MALNPOPP,0.073,0.013,0.011,0.01,0.082,
2063,MALNPOPP,0.071,0.012,0.011,0.01,0.08,
2064,MALNPOPP,0.069,0.012,0.011,0.01,0.077,
2065,MALNPOPP,0.067,0.012,0.011,0.01,0.075,
2066,MALNPOPP,0.065,0.011,0.01,0.01,0.073,
2067,MALNPOPP,0.063,0.011,0.01,0.01,0.07,
2068,MALNPOPP,0.062,0.011,0.01,0.009,0.068,
2069,MALNPOPP,0.061,0.011,0.01,0.009,0.066,
2070,MALNPOPP,0.059,0.01,0.01,0.009,0.064,
2071,MALNPOPP,0.058,0.01,0.01,0.009,0.062,
2072,MALNPOPP,0.057,0.01,0.01,0.009,0.061,
2073,MALNPOPP,0.057,0.01,0.01,0.009,0.059,
2074,MALNPOPP,0.056,0.01,0.01,0.009,0.058,
2075,MALNPOPP,0.055,0.009,0.01,0.01,0.057,
2076,MALNPOPP,0.055,0.009,0.011,0.01,0.056,
2077,MALNPOPP,0.054,0.009,0.011,0.01,0.055,
2078,MALNPOPP,0.054,0.009,0.011,0.01,0.054,
2079,MALNPOPP,0.054,0.009,0.011,0.01,0.054,
2080,MALNPOPP,0.053,0.009,0.011,0.01,0.053,
2081,MALNPOPP,0.053,0.009,0.011,0.011,0.053,
2082,MALNPOPP,0.053,0.009,0.012,0.011,0.052,
2083,MALNPOPP,0.053,0.009,0.012,0.011,0.052,
2084,MALNPOPP,0.052,0.009,0.012,0.011,0.051,
2085,MALNPOPP,0.052,0.009,0.012,0.011,0.051,
2086,MALNPOPP,0.052,0.009,0.012,0.011,0.051,
2087,MALNPOPP,0.051,0.009,0.012,0.011,0.05,
2088,MALNPOPP,0.051,0.009,0.012,0.011,0.05,
2089,MALNPOPP,0.051,0.009,0.012,0.011,0.05,
2090,MALNPOPP,0.051,0.009,0.012,0.011,0.05,
2091,MALNPOPP,0.05,0.009,0.012,0.011,0.049,
2092,MALNPOPP,0.05,0.009,0.012,0.011,0.049,
2093,MALNPOPP,0.05,0.009,0.012,0.011,0.049,
2094,MALNPOPP,0.049,0.009,0.012,0.011,0.049,
2095,MALNPOPP,0.049,0.009,0.011,0.011,0.048,
2096,MALNPOPP,0.049,0.009,0.011,0.011,0.048,
2097,MALNPOPP,0.049,0.009,0.011,0.011,0.048,
2098,MALNPOPP,0.049,0.009,0.011,0.01,0.048,
2099,MALNPOPP,0.049,0.009,0.01,0.01,0.048,
2100,MALNPOPP,0.049,0.009,0.01,0.01,0.048,
2019,SFINTLWARALL,0.019,0.019,0.019,0.019,0.019,
2020,SFINTLWARALL,0.02,0.02,0.02,0.02,0.02,
2021,SFINTLWARALL,0.018,0.018,0.018,0.018,0.018,
2022,SFINTLWARALL,0.018,0.018,0.018,0.018,0.018,
2023,SFINTLWARALL,0.018,0.018,0.018,0.018,0.018,
2024,SFINTLWARALL,0.018,0.018,0.018,0.018,0.018,
2025,SFINTLWARALL,0.018,0.018,0.018,0.018,0.018,
2026,SFINTLWARALL,0.018,0.017,0.018,0.018,0.018,
2027,SFINTLWARALL,0.018,0.017,0.017,0.018,0.018,
2028,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2029,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2030,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2031,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2032,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2033,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2034,SFINTLWARALL,0.018,0.017,0.017,0.016,0.018,
2035,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2036,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2037,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2038,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2039,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2040,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2041,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2042,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2043,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2044,SFINTLWARALL,0.017,0.017,0.017,0.017,0.017,
2045,SFINTLWARALL,0.017,0.017,0.017,0.017,0.017,
2046,SFINTLWARALL,0.017,0.017,0.017,0.017,0.017,
2047,SFINTLWARALL,0.017,0.017,0.017,0.017,0.017,
2048,SFINTLWARALL,0.017,0.017,0.017,0.016,0.017,
2049,SFINTLWARALL,0.017,0.017,0.016,0.016,0.017,
2050,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2051,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2052,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2053,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2054,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2055,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2056,SFINTLWARALL,0.017,0.016,0.016,0.016,0.017,
2057,SFINTLWARALL,0.017,0.017,0.016,0.016,0.017,
2058,SFINTLWARALL,0.017,0.017,0.016,0.016,0.017,
2059,SFINTLWARALL,0.018,0.017,0.017,0.017,0.017,
2060,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2061,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2062,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2063,SFINTLWARALL,0.018,0.017,0.017,0.017,0.018,
2064,SFINTLWARALL,0.018,0.018,0.017,0.017,0.018,
2065,SFINTLWARALL,0.018,0.018,0.017,0.017,0.018,
2066,SFINTLWARALL,0.019,0.018,0.018,0.018,0.018,
2067,SFINTLWARALL,0.019,0.018,0.018,0.018,0.019,
2068,SFINTLWARALL,0.019,0.018,0.018,0.018,0.019,
