Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
22.51,22.51,22.51,2019,SanitAccess_Number,AFG
23.43,23.43,23.43,2020,SanitAccess_Number,AFG
24.38,24.38,24.38,2021,SanitAccess_Number,AFG
25.2,25.2,25.2,2022,SanitAccess_Number,AFG
26.0,26.0,26.0,2023,SanitAccess_Number,AFG
26.84,26.84,26.84,2024,SanitAccess_Number,AFG
27.7,27.7,27.7,2025,SanitAccess_Number,AFG
28.58,28.57,28.57,2026,SanitAccess_Number,AFG
29.45,29.45,29.45,2027,SanitAccess_Number,AFG
30.32,30.65,30.65,2028,SanitAccess_Number,AFG
31.17,32.32,32.32,2029,SanitAccess_Number,AFG
32.02,34.39,34.39,2030,SanitAccess_Number,AFG
33.23,36.76,36.75,2031,SanitAccess_Number,AFG
34.59,39.3,39.28,2032,SanitAccess_Number,AFG
35.87,41.91,41.88,2033,SanitAccess_Number,AFG
37.14,44.49,44.46,2034,SanitAccess_Number,AFG
38.32,46.99,46.96,2035,SanitAccess_Number,AFG
39.36,49.39,49.35,2036,SanitAccess_Number,AFG
40.34,51.69,51.65,2037,SanitAccess_Number,AFG
41.34,53.91,53.88,2038,SanitAccess_Number,AFG
42.34,56.09,56.07,2039,SanitAccess_Number,AFG
43.46,58.26,58.25,2040,SanitAccess_Number,AFG
44.63,60.41,60.41,2041,SanitAccess_Number,AFG
45.83,62.56,62.57,2042,SanitAccess_Number,AFG
47.06,64.71,64.73,2043,SanitAccess_Number,AFG
48.42,66.83,66.85,2044,SanitAccess_Number,AFG
49.79,68.91,68.93,2045,SanitAccess_Number,AFG
51.15,70.92,70.94,2046,SanitAccess_Number,AFG
52.5,72.87,72.88,2047,SanitAccess_Number,AFG
53.84,74.73,74.73,2048,SanitAccess_Number,AFG
55.17,76.5,76.49,2049,SanitAccess_Number,AFG
56.5,78.19,78.17,2050,SanitAccess_Number,AFG
57.85,79.8,79.76,2051,SanitAccess_Number,AFG
59.22,81.34,81.28,2052,SanitAccess_Number,AFG
60.63,82.81,82.75,2053,SanitAccess_Number,AFG
62.05,84.23,84.15,2054,SanitAccess_Number,AFG
63.5,85.6,85.51,2055,SanitAccess_Number,AFG
64.97,86.93,86.82,2056,SanitAccess_Number,AFG
66.44,88.21,88.09,2057,SanitAccess_Number,AFG
67.92,89.46,89.33,2058,SanitAccess_Number,AFG
69.39,90.68,90.53,2059,SanitAccess_Number,AFG
70.86,91.86,91.7,2060,SanitAccess_Number,AFG
72.31,93.02,92.84,2061,SanitAccess_Number,AFG
73.76,94.13,93.95,2062,SanitAccess_Number,AFG
75.2,95.22,95.02,2063,SanitAccess_Number,AFG
76.63,96.27,96.06,2064,SanitAccess_Number,AFG
78.06,97.28,97.06,2065,SanitAccess_Number,AFG
79.49,98.26,98.02,2066,SanitAccess_Number,AFG
80.91,99.2,98.95,2067,SanitAccess_Number,AFG
