Baseline,SDG Push,JET SDG,Year,indicator,Country/Region
59.61,59.61,59.61,2019,SanitAccessImproved,AFG
60.36,60.36,60.36,2020,SanitAccessImproved,AFG
61.09,61.09,61.09,2021,SanitAccessImproved,AFG
61.43,61.43,61.43,2022,SanitAccessImproved,AFG
61.61,61.61,61.61,2023,SanitAccessImproved,AFG
61.8,61.8,61.8,2024,SanitAccessImproved,AFG
61.99,61.99,61.99,2025,SanitAccessImproved,AFG
62.15,62.15,62.15,2026,SanitAccessImproved,AFG
62.29,62.28,62.28,2027,SanitAccessImproved,AFG
62.37,63.05,63.05,2028,SanitAccessImproved,AFG
62.4,64.71,64.71,2029,SanitAccessImproved,AFG
62.39,67.04,67.04,2030,SanitAccessImproved,AFG
63.06,69.79,69.77,2031,SanitAccessImproved,AFG
63.95,72.71,72.68,2032,SanitAccessImproved,AFG
64.64,75.59,75.55,2033,SanitAccessImproved,AFG
65.26,78.28,78.23,2034,SanitAccessImproved,AFG
65.66,80.69,80.63,2035,SanitAccessImproved,AFG
65.81,82.8,82.74,2036,SanitAccessImproved,AFG
65.85,84.65,84.6,2037,SanitAccessImproved,AFG
65.9,86.3,86.26,2038,SanitAccessImproved,AFG
65.95,87.8,87.78,2039,SanitAccessImproved,AFG
66.16,89.21,89.21,2040,SanitAccessImproved,AFG
66.45,90.55,90.57,2041,SanitAccessImproved,AFG
66.74,91.84,91.87,2042,SanitAccessImproved,AFG
67.06,93.06,93.11,2043,SanitAccessImproved,AFG
67.55,94.21,94.27,2044,SanitAccessImproved,AFG
68.02,95.26,95.33,2045,SanitAccessImproved,AFG
68.46,96.2,96.27,2046,SanitAccessImproved,AFG
68.86,97.01,97.08,2047,SanitAccessImproved,AFG
69.23,97.69,97.75,2048,SanitAccessImproved,AFG
69.57,98.25,98.31,2049,SanitAccessImproved,AFG
69.89,98.7,98.75,2050,SanitAccessImproved,AFG
70.23,99.05,99.09,2051,SanitAccessImproved,AFG
70.58,99.32,99.36,2052,SanitAccessImproved,AFG
70.96,99.53,99.55,2053,SanitAccessImproved,AFG
71.35,99.68,99.7,2054,SanitAccessImproved,AFG
71.77,99.78,99.79,2055,SanitAccessImproved,AFG
72.19,99.85,99.86,2056,SanitAccessImproved,AFG
72.61,99.9,99.91,2057,SanitAccessImproved,AFG
73.03,99.93,99.94,2058,SanitAccessImproved,AFG
73.45,99.96,99.96,2059,SanitAccessImproved,AFG
73.85,99.97,99.97,2060,SanitAccessImproved,AFG
74.25,99.98,99.98,2061,SanitAccessImproved,AFG
74.63,99.99,99.99,2062,SanitAccessImproved,AFG
75.02,99.99,99.99,2063,SanitAccessImproved,AFG
75.4,100.0,100.0,2064,SanitAccessImproved,AFG
75.79,100.0,100.0,2065,SanitAccessImproved,AFG
76.17,100.0,100.0,2066,SanitAccessImproved,AFG
76.56,100.0,100.0,2067,SanitAccessImproved,AFG
